,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
13,2018-11-04,16:00 ,Premier League,Matchweek 11,Sun,Away,L,1,3,Chelsea,0.4,1.7,27,"40,407",Luka Milivojević,4-4-2,Michael Oliver,https://fbref.com/en/matches/e7d32534/Chelsea-Crystal-Palace-November-4-2018-Premier-League,
14,2018-11-10,17:30 ,Premier League,Matchweek 12,Sat,Home,L,0,1,Tottenham,0.8,1.2,36,"25,685",Luka Milivojević,4-4-2,Jonathan Moss,https://fbref.com/en/matches/e2a8691e/Crystal-Palace-Tottenham-Hotspur-November-10-2018-Premier-League,
15,2018-11-24,15:00 ,Premier League,Matchweek 13,Sat,Away,D,0,0,Manchester Utd,1.2,0.9,41,"74,516",Luka Milivojević,4-4-2,Lee Mason,https://fbref.com/en/matches/12d7dc7e/Manchester-United-Crystal-Palace-November-24-2018-Premier-League,
16,2018-12-01,15:00 ,Premier League,Matchweek 14,Sat,Home,W,2,0,Burnley,1.6,0.7,58,"25,098",Luka Milivojević,4-4-2,Lee Probert,https://fbref.com/en/matches/5fb5a6c9/Crystal-Palace-Burnley-December-1-2018-Premier-League,
17,2018-12-04,19:45 ,Premier League,Matchweek 15,Tue,Away,L,1,3,Brighton,1.7,1.3,68,"29,663",Luka Milivojević,4-4-2,Kevin Friend,https://fbref.com/en/matches/07d048d9/Brighton-and-Hove-Albion-Crystal-Palace-December-4-2018-Premier-League,
18,2018-12-08,15:00 ,Premier League,Matchweek 16,Sat,Away,L,2,3,West Ham,0.7,1.2,51,"56,995",Luka Milivojević,4-4-2,Anthony Taylor,https://fbref.com/en/matches/3b59adbe/West-Ham-United-Crystal-Palace-December-8-2018-Premier-League,
19,2018-12-15,15:00 ,Premier League,Matchweek 17,Sat,Home,W,1,0,Leicester City,0.5,1.0,44,"24,738",Luka Milivojević,4-4-2,Michael Oliver,https://fbref.com/en/matches/c63dd378/Crystal-Palace-Leicester-City-December-15-2018-Premier-League,
20,2018-12-22,15:00 ,Premier League,Matchweek 18,Sat,Away,W,3,2,Manchester City,0.9,1.5,22,"54,340",Luka Milivojević,4-5-1,Andre Marriner,https://fbref.com/en/matches/056fa8cd/Manchester-City-Crystal-Palace-December-22-2018-Premier-League,
21,2018-12-26,15:00 ,Premier League,Matchweek 19,Wed,Home,D,0,0,Cardiff City,2.1,0.9,62,"25,206",Luka Milivojević,4-4-2,Lee Probert,https://fbref.com/en/matches/c58e407b/Crystal-Palace-Cardiff-City-December-26-2018-Premier-League,
22,2018-12-30,12:00 ,Premier League,Matchweek 20,Sun,Home,L,0,1,Chelsea,0.2,0.9,35,"25,781",Luka Milivojević,4-5-1,Craig Pawson,https://fbref.com/en/matches/060ad174/Crystal-Palace-Chelsea-December-30-2018-Premier-League,
23,2019-01-02,19:45 ,Premier League,Matchweek 21,Wed,Away,W,2,0,Wolves,1.9,0.5,48,"30,666",Luka Milivojević,4-3-3,Roger East,https://fbref.com/en/matches/044d1986/Wolverhampton-Wanderers-Crystal-Palace-January-2-2019-Premier-League,
25,2019-01-12,15:00 ,Premier League,Matchweek 22,Sat,Home,L,1,2,Watford,1.3,1.6,55,"25,010",Luka Milivojević,4-3-3,Paul Tierney,https://fbref.com/en/matches/e14b5d85/Crystal-Palace-Watford-January-12-2019-Premier-League,
26,2019-01-19,15:00 ,Premier League,Matchweek 23,Sat,Away,L,3,4,Liverpool,0.7,2.6,30,"53,171",Luka Milivojević,4-5-1,Jonathan Moss,https://fbref.com/en/matches/98ecfb34/Liverpool-Crystal-Palace-January-19-2019-Premier-League,
28,2019-01-30,19:45 ,Premier League,Matchweek 24,Wed,Away,D,1,1,Southampton,1.1,1.2,42,"28,339",Luka Milivojević,4-3-3,Andre Marriner,https://fbref.com/en/matches/ba17c290/Southampton-Crystal-Palace-January-30-2019-Premier-League,
29,2019-02-02,15:00 ,Premier League,Matchweek 25,Sat,Home,W,2,0,Fulham,2.2,0.6,38,"25,355",Luka Milivojević,4-4-2,Michael Oliver,https://fbref.com/en/matches/f0a48fd0/Crystal-Palace-Fulham-February-2-2019-Premier-League,
30,2019-02-09,15:00 ,Premier League,Matchweek 26,Sat,Home,D,1,1,West Ham,2.6,1.7,58,"25,552",Luka Milivojević,4-3-3,Craig Pawson,https://fbref.com/en/matches/0194fea4/Crystal-Palace-West-Ham-United-February-9-2019-Premier-League,
32,2019-02-23,17:30 ,Premier League,Matchweek 27,Sat,Away,W,4,1,Leicester City,1.7,1.2,36,"31,778",Luka Milivojević,4-3-3,Anthony Taylor,https://fbref.com/en/matches/7c5bc0fa/Leicester-City-Crystal-Palace-February-23-2019-Premier-League,
33,2019-02-27,20:00 ,Premier League,Matchweek 28,Wed,Home,L,1,3,Manchester Utd,1.7,1.0,46,"25,754",Luka Milivojević,4-3-3,Martin Atkinson,https://fbref.com/en/matches/35dcf161/Crystal-Palace-Manchester-United-February-27-2019-Premier-League,
34,2019-03-02,15:00 ,Premier League,Matchweek 29,Sat,Away,W,3,1,Burnley,0.5,2.1,43,"19,223",Luka Milivojević,4-5-1,Lee Probert,https://fbref.com/en/matches/fbfb16e5/Burnley-Crystal-Palace-March-2-2019-Premier-League,
35,2019-03-09,12:30 ,Premier League,Matchweek 30,Sat,Home,L,1,2,Brighton,1.5,0.2,62,"24,972",Luka Milivojević,4-3-3,Craig Pawson,https://fbref.com/en/matches/64a4127a/Crystal-Palace-Brighton-and-Hove-Albion-March-9-2019-Premier-League,
37,2019-03-30,15:00 ,Premier League,Matchweek 32,Sat,Home,W,2,0,Huddersfield,2.7,1.1,49,"25,193",Luka Milivojević,4-3-3,Lee Probert,https://fbref.com/en/matches/9de9e8e3/Crystal-Palace-Huddersfield-Town-March-30-2019-Premier-League,
38,2019-04-03,19:45 ,Premier League,Matchweek 31,Wed,Away,L,0,2,Tottenham,0.3,2.1,35,"59,215",Luka Milivojević,4-3-3,Andre Marriner,https://fbref.com/en/matches/a87fd710/Tottenham-Hotspur-Crystal-Palace-April-3-2019-Premier-League,
39,2019-04-06,15:00 ,Premier League,Matchweek 33,Sat,Away,W,1,0,Newcastle Utd,0.9,0.9,47,"51,926",Luka Milivojević,4-4-2,Stuart Attwell,https://fbref.com/en/matches/dfbc30ce/Newcastle-United-Crystal-Palace-April-6-2019-Premier-League,
40,2019-04-14,14:05 ,Premier League,Matchweek 34,Sun,Home,L,1,3,Manchester City,0.4,2.5,27,"25,721",Luka Milivojević,4-5-1,Martin Atkinson,https://fbref.com/en/matches/839faa70/Crystal-Palace-Manchester-City-April-14-2019-Premier-League,
41,2019-04-21,16:00 ,Premier League,Matchweek 35,Sun,Away,W,3,2,Arsenal,1.6,1.2,28,"59,929",Luka Milivojević,4-4-2,Jonathan Moss,https://fbref.com/en/matches/e379285b/Arsenal-Crystal-Palace-April-21-2019-Premier-League,
42,2019-04-27,15:00 ,Premier League,Matchweek 36,Sat,Home,D,0,0,Everton,0.3,1.5,37,"25,789",Luka Milivojević,4-4-2,Lee Mason,https://fbref.com/en/matches/e95d670d/Crystal-Palace-Everton-April-27-2019-Premier-League,
43,2019-05-04,17:30 ,Premier League,Matchweek 37,Sat,Away,W,3,2,Cardiff City,1.6,1.9,60,"32,133",Luka Milivojević,4-4-2,Michael Oliver,https://fbref.com/en/matches/521ebfbb/Cardiff-City-Crystal-Palace-May-4-2019-Premier-League,
44,2019-05-12,15:00 ,Premier League,Matchweek 38,Sun,Home,W,5,3,Bournemouth,2.8,1.6,46,"25,433",Luka Milivojević,4-4-2,Roger East,https://fbref.com/en/matches/23ad3530/Crystal-Palace-Bournemouth-May-12-2019-Premier-League,
